"ArticleId","SiteId","ZoneId","Date","Quantity","Price","CostPrice"
167108,8,2,2018-12-16,7.00,27.90,18.60
171979,5,1,2018-10-29,9.00,42.60,28.11
170936,4,1,2019-06-07,9.00,39.00,30.16
172671,5,1,2019-03-11,1.00,19.90,
194516,7,2,2019-04-18,9.00,43.80,27.63
199219,4,1,2018-11-08,3.00,89.00,78.30
174022,6,1,2019-03-12,9.00,239.00,189.28
170295,4,1,2019-05-09,8.00,24.50,15.80
170936,8,2,2019-02-07,-6.00,39.00,30.13
194516,8,2,2018-12-18,8.00,38.70,27.30
169281,5,1,2019-06-18,3.00,21.90,15.99
172551,8,2,2018-11-07,1.00,93.90,82.42
170069,8,2,2019-05-04,1.00,59.90,42.81
165811,7,2,2019-04-11,5.00,21.90,15.82
200838,7,2,2018-08-20,4.00,94.90,84.85
170936,6,1,2018-10-12,7.00,39.00,30.06
165811,4,1,2018-11-02,11.00,21.90,15.37
170295,5,1,2019-04-30,1.00,24.50,15.79
167108,5,1,2019-07-25,4.00,26.90,18.58
174022,8,2,2019-07-16,3.00,239.00,199.88
176139,4,1,2018-10-10,1.00,214.00,151.58
165811,4,1,2018-09-19,18.00,20.90,15.72
170936,4,1,2019-06-17,8.00,39.00,31.35
172671,6,1,2019-01-25,1.00,19.90,10.64
170295,5,1,2019-04-01,8.00,24.50,15.79
172671,4,1,2019-03-28,6.00,19.90,10.90
165811,5,1,2018-08-06,12.00,20.90,15.71
194516,5,1,2019-05-21,3.00,43.80,27.44
172551,5,1,2019-02-28,2.00,98.90,82.18
170295,6,1,2018-07-08,11.00,29.90,18.67
170295,8,2,2019-07-26,2.00,26.00,17.65
170069,5,1,2018-11-04,3.00,83.90,43.97
165811,4,1,2018-08-24,41.00,20.90,15.71
165811,8,2,2019-03-14,2.00,32.85,15.75
170069,5,1,2018-09-20,1.00,90.90,44.45
194516,6,1,2018-10-05,1.00,45.60,28.63
171979,4,1,2018-08-24,5.00,42.60,27.11
174022,6,1,2018-07-25,7.00,239.00,190.01
170936,8,2,2019-01-10,17.00,39.00,28.05
165954,7,2,2019-06-03,11.00,8.70,5.87
170069,4,1,2018-10-06,4.00,59.90,43.56
174022,4,1,2018-07-27,10.00,239.00,190.00
176139,5,1,2018-11-10,2.00,229.00,148.20
200838,8,2,2019-04-24,3.00,95.00,81.89
199219,4,1,2018-10-21,14.00,89.00,78.22
174022,5,1,2019-05-20,1.00,239.00,381.82
199219,4,1,2018-07-26,3.00,87.90,77.82
167108,4,1,2018-10-22,1.00,38.90,18.60
170295,6,1,2018-10-27,11.00,24.50,16.12
194516,8,2,2018-10-25,5.00,34.50,27.19
167108,7,2,2019-04-28,2.00,26.90,18.62
174022,6,1,2019-07-28,2.00,239.00,199.97
200838,8,2,2018-10-05,4.00,95.00,85.54
170936,5,1,2019-06-23,3.00,39.00,31.98
165811,4,1,2018-11-29,5.00,21.90,15.65
171979,7,2,2018-10-27,5.00,42.60,28.11
199219,6,1,2019-04-24,20.00,89.00,76.69
172671,8,2,2019-04-10,2.00,19.90,10.87
172671,4,1,2018-11-06,1.00,19.90,10.44
170069,7,2,2018-08-08,2.00,90.90,45.06
170936,8,2,2018-09-29,22.00,39.00,30.06
199219,4,1,2018-12-04,8.00,89.00,78.57
199219,6,1,2019-04-12,14.00,89.00,76.70
200838,4,1,2018-07-21,5.00,94.90,84.20
170936,7,2,2019-05-22,2.00,41.40,30.15
194516,6,1,2018-10-17,12.00,34.50,27.19
170936,7,2,2019-01-23,10.00,39.00,28.05
167108,4,1,2018-11-11,7.00,24.90,18.60
170936,5,1,2018-11-19,5.00,39.00,30.06
176139,6,1,2018-09-07,1.00,214.00,152.67
170069,6,1,2018-08-17,5.00,90.90,45.12
171979,8,2,2019-04-12,3.00,50.40,28.95
170936,8,2,2018-10-26,9.00,39.00,30.06
199219,8,2,2018-08-17,11.00,83.50,76.99
199219,4,1,2018-09-25,23.00,82.50,77.45
199219,8,2,2019-02-07,-13.00,89.00,78.03
172551,8,2,2018-09-01,11.00,90.50,81.76
169281,6,1,2019-03-13,1.00,21.90,15.17
170069,8,2,2019-04-14,1.00,59.90,42.58
169281,4,1,2018-10-05,1.00,21.90,16.09
167108,6,1,2018-09-07,14.00,24.90,23.55
200838,4,1,2018-10-08,2.00,95.00,85.53
199219,8,2,2018-10-10,6.00,89.00,77.71
165811,4,1,2018-10-23,2.00,21.90,15.38
172551,7,2,2018-12-30,8.00,90.50,82.87
199219,4,1,2018-08-15,8.00,83.50,76.95
174022,8,2,2018-11-10,14.00,249.00,191.90
170936,8,2,2018-11-30,8.00,39.00,30.06
171979,7,2,2019-04-04,6.00,50.40,28.95
170936,5,1,2019-02-01,-16.00,39.00,30.13
194516,6,1,2018-09-14,2.00,45.60,28.63
172551,6,1,2018-08-24,14.00,90.50,82.12
176139,7,2,2019-03-27,5.00,275.80,142.00
170936,4,1,2019-07-10,8.00,39.00,32.38
167108,5,1,2018-10-07,7.00,24.90,19.45
170069,8,2,2018-11-15,3.00,59.90,44.04
170936,4,1,2019-05-21,9.00,39.00,30.15
172671,5,1,2019-06-07,1.00,19.90,10.97
176139,7,2,2019-05-28,1.00,197.00,141.85
200838,7,2,2019-05-30,13.00,95.00,81.49
200838,7,2,2019-07-14,4.00,95.00,81.99
200838,4,1,2018-12-06,9.00,95.00,85.69
170069,4,1,2019-04-28,3.00,59.90,41.99
174022,8,2,2019-04-21,3.00,239.00,192.31
167108,6,1,2019-05-05,2.00,26.90,18.62
170295,6,1,2019-02-06,-1.00,24.50,15.78
199219,4,1,2018-08-21,15.00,83.50,77.08
174022,6,1,2019-02-26,3.00,266.00,191.07
167108,4,1,2018-09-23,1.00,38.90,18.55
165811,8,2,2019-04-03,1.00,21.90,15.81
165811,7,2,2018-12-21,17.00,21.90,15.74
199219,5,1,2019-02-17,-28.00,89.00,78.09
167108,8,2,2019-04-30,3.00,26.90,18.62
176139,6,1,2019-05-31,1.00,199.00,141.85
194516,6,1,2018-10-25,19.00,34.50,27.19
170936,4,1,2018-09-10,6.00,39.00,30.06
199219,4,1,2018-07-20,6.00,90.90,77.75
194516,4,1,2018-11-18,1.00,38.70,27.41
200838,5,1,2019-04-21,10.00,95.00,84.46
170936,8,2,2019-03-16,5.00,58.50,30.13
200838,7,2,2018-08-01,2.00,95.90,84.43
170936,7,2,2019-07-26,5.00,41.40,32.46
165811,6,1,2019-07-12,14.00,21.90,15.72
170936,4,1,2019-05-03,6.00,39.00,30.15
170936,5,1,2019-03-06,12.00,39.00,30.13
174022,6,1,2019-01-10,16.00,239.00,190.09
194516,5,1,2018-12-04,3.00,46.90,27.69
165811,8,2,2019-05-25,1.00,21.90,15.84
170936,5,1,2018-11-21,6.00,39.00,30.06
194516,6,1,2019-06-09,1.00,43.80,27.44
171979,5,1,2019-02-28,5.00,43.50,28.15
170936,8,2,2019-01-26,11.00,39.00,28.05
171979,4,1,2018-08-30,7.00,42.60,26.83
174022,7,2,2018-10-11,3.00,256.00,194.32
171979,4,1,2019-07-02,1.00,50.40,28.95
167108,6,1,2019-07-20,5.00,26.90,18.58
170069,6,1,2018-07-23,3.00,62.90,45.20
194516,7,2,2019-03-17,1.00,65.10,28.60
199219,8,2,2018-10-02,4.00,82.50,77.71
170936,5,1,2018-09-19,4.00,39.00,30.06
167108,4,1,2019-05-20,5.00,26.90,34.82
170295,4,1,2019-06-09,11.00,26.00,16.63
165811,7,2,2019-02-05,-1.00,21.90,15.75
176139,8,2,2019-03-22,1.00,295.50,142.00
170936,4,1,2018-07-04,11.00,39.00,30.06
165954,7,2,2018-12-24,2.00,8.70,5.86
167108,5,1,2019-01-17,7.00,27.90,18.56
174022,4,1,2018-11-09,8.00,259.00,189.83
199219,8,2,2019-02-14,-12.00,89.00,78.03
200838,7,2,2018-10-16,12.00,95.00,85.16
171979,5,1,2018-08-24,6.00,42.60,27.13
170936,4,1,2019-06-22,2.00,39.00,31.76
174022,4,1,2018-11-19,10.00,259.00,189.83
194516,8,2,2019-03-20,1.00,70.35,28.61
170295,5,1,2018-07-01,1.00,29.90,18.67
200838,4,1,2019-05-19,12.00,95.00,155.15
200838,7,2,2019-06-22,13.00,95.00,81.99
200838,8,2,2019-04-03,8.00,95.00,81.89
165954,6,1,2018-08-27,9.00,11.30,7.06
170936,9,2,2018-11-13,16.00,40.95,30.66
165954,6,1,2018-10-13,1.00,8.70,5.98
170069,8,2,2018-12-03,1.00,59.90,44.25
170069,6,1,2019-07-31,1.00,59.90,42.34
172551,7,2,2019-06-13,7.00,92.00,83.10
167108,8,2,2019-07-13,2.00,26.90,18.58
165811,6,1,2018-11-06,12.00,21.90,15.37
170936,4,1,2018-08-08,9.00,39.00,30.05
167108,5,1,2019-01-10,1.00,27.90,18.56
200838,6,1,2019-05-03,11.00,95.00,84.70
176139,5,1,2018-12-21,1.00,199.00,147.79
172551,5,1,2018-11-12,6.00,98.90,86.01
172551,5,1,2019-03-11,4.00,90.50,81.23
170936,5,1,2018-11-18,4.00,39.00,30.06
169281,4,1,2019-04-27,3.00,21.90,15.56
200838,7,2,2019-05-20,14.00,95.00,152.39
165811,7,2,2018-09-24,7.00,20.90,15.72
170069,5,1,2019-03-24,2.00,59.90,45.38
200838,8,2,2019-03-06,4.00,142.50,80.76
170295,8,2,2019-07-17,2.00,26.00,17.65
172671,5,1,2019-05-25,11.00,19.90,10.99
167108,5,1,2018-11-03,5.00,24.90,18.70
170936,5,1,2019-01-19,6.00,39.00,28.05
176139,7,2,2018-11-16,2.00,229.00,147.53
172551,8,2,2019-04-11,16.00,86.70,79.21
172551,5,1,2019-05-09,24.00,90.50,82.39
167108,7,2,2019-04-07,2.00,26.90,18.62
176139,4,1,2019-06-26,2.00,197.00,141.85
194516,5,1,2019-07-09,6.00,43.80,27.44
170936,6,1,2018-08-16,9.00,39.00,30.05
170069,7,2,2019-02-18,-4.00,59.90,44.93
170936,8,2,2019-05-26,12.00,39.00,30.15
165811,7,2,2019-02-10,-3.00,21.90,15.75
170936,8,2,2018-10-29,21.00,39.00,30.06
170069,6,1,2018-11-15,1.00,59.90,44.11
170936,6,1,2018-07-13,16.00,39.00,30.06
170936,6,1,2018-09-18,6.00,39.00,30.06
172551,6,1,2019-06-14,9.00,92.00,82.67
167108,8,2,2018-07-03,2.00,34.90,18.52
174022,8,2,2019-07-02,3.00,239.00,199.87
199219,8,2,2019-07-30,1.00,89.00,78.70
167108,4,1,2019-06-21,4.00,26.90,18.58
174022,4,1,2018-12-13,14.00,259.00,189.51
176139,5,1,2019-01-15,3.00,199.00,142.00
170295,4,1,2018-11-26,13.00,24.50,15.75
199219,6,1,2019-03-26,5.00,89.00,77.16
170936,7,2,2019-03-07,11.00,54.60,30.13
167108,6,1,2019-07-19,4.00,26.90,18.58
194516,4,1,2018-10-17,10.00,34.50,27.26
170295,7,2,2018-12-15,4.00,24.50,15.52
165954,7,2,2018-08-31,2.00,10.50,7.06
200838,6,1,2019-04-17,17.00,95.00,82.93
170936,7,2,2018-11-19,10.00,39.00,30.06
167108,8,2,2018-08-08,3.00,24.90,21.51
171979,8,2,2018-07-20,1.00,50.50,28.59
199219,8,2,2018-07-06,51.00,87.90,77.75
174022,6,1,2018-11-30,13.00,229.00,192.66
194516,8,2,2018-10-26,13.00,34.50,27.19
199219,8,2,2019-01-03,3.00,89.00,77.86
170295,6,1,2019-02-27,20.00,24.50,15.78
167108,7,2,2019-05-14,4.00,26.90,34.82
200838,8,2,2019-04-06,8.00,95.00,81.89
170295,8,2,2019-04-28,2.00,24.50,15.79
199219,9,2,2018-11-08,2.00,93.45,79.68
194516,4,1,2018-09-17,2.00,45.60,28.63
172551,5,1,2018-07-29,6.00,90.50,81.09
170936,8,2,2019-01-16,7.00,39.00,28.05
171979,9,2,2018-11-07,1.00,48.62,28.67
174022,7,2,2018-12-12,8.00,249.00,194.00
170069,8,2,2019-01-26,2.00,59.90,45.40
174022,5,1,2018-08-28,10.00,239.00,190.00
167108,5,1,2019-05-22,4.00,26.90,18.62
171979,5,1,2018-12-21,7.00,43.50,28.22
170069,6,1,2018-10-15,29.00,59.90,44.03
167108,6,1,2019-06-07,8.00,26.90,18.58
167108,7,2,2019-04-23,5.00,26.90,18.62
165811,5,1,2019-03-15,5.00,21.90,15.75
199219,5,1,2018-10-19,15.00,89.00,78.29
172671,5,1,2019-04-18,15.00,19.90,10.97
171979,6,1,2018-09-19,2.00,42.60,27.78
200838,6,1,2018-10-26,4.00,95.00,85.53
170936,6,1,2018-08-09,5.00,39.00,30.05
165811,4,1,2019-01-29,3.00,21.90,15.76
174022,4,1,2018-10-17,19.00,229.00,189.83
165954,6,1,2018-08-13,2.00,11.30,7.06
194516,7,2,2019-03-21,1.00,65.10,28.61
165811,5,1,2019-01-21,16.00,21.90,15.76
165811,6,1,2019-02-05,-18.00,21.90,15.75
171979,7,2,2019-02-23,1.00,43.50,28.42
176139,5,1,2019-07-24,2.00,197.00,141.85
200838,7,2,2019-02-28,2.00,95.00,81.29
176139,9,2,2018-11-10,3.00,240.45,151.01
194516,6,1,2019-01-09,1.00,46.90,27.20
165811,4,1,2018-09-11,3.00,20.90,15.72
172551,5,1,2019-03-29,12.00,86.70,80.14
194516,6,1,2018-11-27,9.00,38.70,27.31
200838,7,2,2018-09-26,2.00,109.00,84.56
200838,5,1,2019-06-16,8.00,95.00,85.99
199219,4,1,2018-07-01,13.00,87.90,77.73
165811,8,2,2018-07-19,1.00,20.90,15.60
199219,5,1,2019-01-02,11.00,89.00,78.08
167108,4,1,2019-01-03,1.00,27.90,18.58
174022,6,1,2019-06-21,4.00,239.00,200.08
171979,5,1,2018-11-28,1.00,46.30,28.11
170936,5,1,2018-12-09,8.00,39.00,30.08
170069,5,1,2018-10-13,2.00,59.90,43.86
165811,5,1,2018-11-13,14.00,21.90,15.37
165811,7,2,2018-07-25,1.00,20.90,15.60
176139,8,2,2019-05-25,1.00,197.00,141.85
199219,9,2,2018-11-29,13.00,93.45,79.35
167108,6,1,2019-01-28,1.00,27.90,18.57
172551,6,1,2019-05-31,3.00,92.00,82.17
170295,4,1,2019-07-19,8.00,26.00,17.65
200838,6,1,2018-11-06,10.00,95.00,85.53
174022,8,2,2019-06-28,5.00,239.00,199.86
172551,4,1,2018-07-25,2.00,90.50,80.60
165811,7,2,2019-02-23,3.00,21.90,15.75
165811,6,1,2019-07-13,11.00,21.90,15.72
165954,4,1,2018-08-28,9.00,11.30,7.06
171979,5,1,2019-06-28,1.00,50.40,28.95
199219,4,1,2018-12-02,5.00,89.00,78.57
172551,8,2,2019-05-07,18.00,90.50,81.21
170936,5,1,2018-09-13,6.00,39.00,30.06
172671,5,1,2019-07-11,1.00,19.90,11.05
200838,4,1,2018-09-11,11.00,94.90,84.87
170069,4,1,2019-07-28,1.00,59.90,42.34
170295,6,1,2019-05-22,16.00,24.50,15.80
172551,6,1,2019-03-17,13.00,90.50,78.27
172671,4,1,2019-01-21,1.00,19.90,10.64
165954,8,2,2018-11-05,1.00,8.70,5.85
194516,8,2,2018-10-30,1.00,34.50,27.19
174022,8,2,2018-12-30,7.00,249.00,191.58
194516,4,1,2019-01-31,4.00,37.80,27.22
176139,4,1,2019-01-19,2.00,199.00,141.63
200838,7,2,2019-06-26,2.00,95.00,81.99
200838,5,1,2018-10-20,3.00,95.00,85.53
171979,4,1,2018-08-14,1.00,49.60,28.66
167108,5,1,2018-07-04,1.00,30.30,18.52
172551,4,1,2019-06-21,2.00,92.00,86.20
172671,6,1,2018-08-14,2.00,19.90,10.05
170295,8,2,2019-01-25,7.00,24.50,15.80
200838,7,2,2019-03-31,8.00,133.00,80.34
170295,5,1,2019-03-16,35.00,24.50,15.78
174022,8,2,2018-07-05,2.00,229.00,200.65
176139,5,1,2018-10-23,1.00,214.00,149.45
170936,4,1,2019-06-13,7.00,39.00,30.92
174022,6,1,2019-04-23,8.00,239.00,204.45
165811,5,1,2019-03-03,5.00,21.90,15.75
170069,4,1,2018-12-17,3.00,59.90,44.28
165811,6,1,2019-01-27,1.00,21.90,15.76
165811,5,1,2019-03-22,20.00,21.90,15.75
170936,4,1,2018-09-26,12.00,39.00,30.06
171979,8,2,2019-02-15,-1.00,46.30,28.84
167108,4,1,2018-08-03,2.00,30.30,18.54
176139,6,1,2018-09-20,4.00,214.00,152.67
167108,8,2,2019-03-31,2.00,41.85,18.56
165811,7,2,2019-01-10,4.00,21.90,15.76
174022,7,2,2019-04-04,7.00,239.00,199.19
174022,4,1,2019-03-25,2.00,266.00,199.61
170936,5,1,2019-06-13,11.00,39.00,30.76
165811,8,2,2018-08-16,5.00,20.90,15.71
194516,8,2,2019-03-02,1.00,70.35,28.50
200838,5,1,2018-08-09,23.00,94.90,85.01
200838,5,1,2019-06-22,10.00,95.00,86.01
171979,6,1,2019-04-28,1.00,50.40,28.95
172671,4,1,2018-12-13,3.00,19.90,10.57
167108,4,1,2018-08-18,15.00,24.90,18.52
200838,8,2,2018-11-13,5.00,95.00,85.53
174022,7,2,2018-08-28,18.00,239.00,190.14
169281,6,1,2019-03-21,2.00,21.90,15.17
170936,4,1,2018-09-11,1.00,39.00,30.06
165954,5,1,2019-05-02,33.00,8.70,5.87
170936,4,1,2018-08-16,4.00,39.00,30.05
170936,7,2,2019-05-02,4.00,41.40,30.15
200838,7,2,2019-05-29,6.00,95.00,81.49
174022,6,1,2019-05-28,3.00,239.00,203.68
200838,8,2,2019-06-04,2.00,95.00,84.55
172671,8,2,2018-10-29,1.00,19.90,10.58
170936,7,2,2018-10-01,6.00,39.00,30.06
170295,6,1,2019-01-18,11.00,24.50,15.80
171979,4,1,2018-11-24,5.00,42.60,28.15
167108,4,1,2018-08-08,16.00,24.90,18.54
170936,6,1,2018-10-11,8.00,39.00,30.06
199219,6,1,2019-06-14,10.00,89.00,78.45
170936,7,2,2018-07-03,14.00,39.00,30.05
170936,4,1,2019-06-16,4.00,39.00,31.35
171979,7,2,2019-03-24,4.00,62.16,28.90
169281,6,1,2019-01-05,1.00,21.90,16.09
172551,5,1,2018-07-22,3.00,98.90,78.93
170295,7,2,2019-03-31,1.00,34.30,15.78
199219,4,1,2019-07-22,3.00,89.00,78.76
171979,4,1,2019-01-14,3.00,43.50,28.13
170295,8,2,2018-07-11,3.00,23.90,17.28
165811,7,2,2019-07-20,4.00,21.90,15.72
176139,7,2,2018-10-20,2.00,194.24,148.38
165811,4,1,2018-09-23,4.00,20.90,15.72
170295,8,2,2018-08-28,1.00,29.90,18.70
176139,7,2,2018-09-06,7.00,194.24,152.66
170069,7,2,2019-07-12,2.00,59.90,42.62
199219,5,1,2019-05-25,4.00,89.00,78.29
174022,5,1,2018-12-08,15.00,229.00,189.30
174022,8,2,2019-06-18,1.00,239.00,199.86
170295,4,1,2018-10-15,7.00,24.50,16.08
165811,8,2,2018-11-11,5.00,21.90,15.37
170936,7,2,2019-05-27,4.00,41.40,30.15
165811,5,1,2019-03-23,28.00,21.90,15.75
172671,5,1,2019-04-27,12.00,19.90,10.97
171979,6,1,2019-01-22,2.00,43.50,28.11
200838,5,1,2018-10-18,3.00,95.00,85.53
171979,8,2,2018-09-19,8.00,42.60,28.11
172551,4,1,2019-07-18,10.00,86.70,84.29
170936,7,2,2018-11-08,3.00,39.00,30.06
169281,4,1,2018-10-18,2.00,21.90,15.55
176139,8,2,2019-04-12,1.00,197.00,142.00
172551,7,2,2019-01-18,10.00,90.50,82.29
199219,7,2,2019-06-20,10.00,89.00,78.77
200838,4,1,2018-12-16,11.00,95.00,85.61
167108,8,2,2018-08-29,1.00,34.90,21.51
176139,5,1,2018-11-18,2.00,229.00,147.69
170069,8,2,2019-01-07,1.00,59.90,45.40
200838,7,2,2018-12-06,10.00,95.00,85.64
165811,4,1,2018-11-12,7.00,21.90,15.37
170295,4,1,2019-07-11,10.00,26.00,17.65
167108,6,1,2019-01-24,1.00,27.90,18.57
170295,4,1,2019-02-27,1.00,24.50,15.78
170936,4,1,2019-03-12,5.00,39.00,30.13
170936,7,2,2018-07-25,15.00,39.00,30.05
200838,6,1,2019-03-30,10.00,95.00,83.09
169281,7,2,2019-07-18,1.00,21.90,16.09
167108,5,1,2018-09-11,2.00,24.90,20.75
174022,8,2,2018-09-13,5.00,239.00,199.34
199219,8,2,2019-04-02,5.00,89.00,77.33
165811,6,1,2018-09-17,20.00,20.90,15.72
170295,4,1,2018-09-10,3.00,29.90,18.90
199219,5,1,2018-11-18,22.00,83.90,78.32
170295,4,1,2018-10-25,7.00,24.50,16.06
170069,7,2,2018-08-20,1.00,90.90,45.06
170069,6,1,2019-02-16,-1.00,59.90,45.40
165811,4,1,2019-02-07,-2.00,21.90,15.75
174022,5,1,2019-01-06,9.00,239.00,187.06
200838,5,1,2019-01-21,8.00,95.00,81.19
172551,5,1,2019-07-26,4.00,92.00,82.25
169281,8,2,2019-07-14,1.00,21.90,15.77
200838,7,2,2018-09-07,2.00,94.90,84.54
172551,5,1,2018-09-15,1.00,98.90,81.84
170069,7,2,2019-02-07,-5.00,59.90,44.93
167108,5,1,2018-09-27,1.00,38.90,19.86
167108,6,1,2019-04-05,4.00,26.90,18.62
172551,5,1,2018-12-13,7.00,90.50,83.15
170069,6,1,2018-07-25,4.00,90.90,45.12
165811,6,1,2018-11-12,8.00,21.90,15.37
170936,8,2,2019-01-20,5.00,39.00,28.05
165811,5,1,2019-01-20,7.00,21.90,15.76
194516,8,2,2018-09-20,1.00,45.60,28.63
199219,5,1,2018-07-11,8.00,90.90,77.79
167108,8,2,2018-11-13,1.00,24.90,18.62
167108,5,1,2018-12-16,3.00,27.90,18.60
165811,4,1,2019-01-25,14.00,21.90,15.76
172671,5,1,2018-09-05,1.00,20.90,10.06
174022,4,1,2018-11-22,4.00,259.00,189.83
167108,6,1,2019-02-21,4.00,27.90,18.57
194516,8,2,2018-12-14,9.00,38.70,27.38
200838,6,1,2018-11-16,22.00,95.00,85.53
171979,8,2,2019-01-31,1.00,46.30,28.70
167108,8,2,2018-08-11,3.00,24.90,21.51
165811,6,1,2018-07-09,13.00,20.90,15.60
174022,4,1,2018-11-28,7.00,229.00,189.83
170069,5,1,2019-06-04,9.00,59.90,42.34
174022,5,1,2019-04-21,7.00,239.00,203.85
172671,5,1,2019-07-23,1.00,19.90,11.06
199219,8,2,2018-10-08,11.00,89.00,77.71
199219,8,2,2018-09-26,5.00,82.50,76.88
200838,5,1,2018-07-28,7.00,104.00,85.01
170295,6,1,2018-08-05,2.00,29.90,18.67
165811,5,1,2018-08-28,23.00,20.90,15.71
174022,7,2,2019-07-15,8.00,239.00,199.98
200838,4,1,2019-05-28,9.00,95.00,83.77
199219,7,2,2019-01-23,3.00,89.00,77.32
174022,8,2,2019-04-19,5.00,239.00,192.31
165811,7,2,2019-02-26,5.00,21.90,15.75
165811,6,1,2018-07-03,7.00,20.90,15.60
171979,8,2,2018-08-04,1.00,50.50,28.77
169281,4,1,2019-07-17,1.00,21.90,15.85
170936,5,1,2018-07-29,7.00,39.00,30.05
170295,5,1,2019-01-05,48.00,24.50,15.80
167108,8,2,2019-07-31,1.00,26.90,18.58
200838,6,1,2019-02-12,-1.00,95.00,82.88
167108,4,1,2018-09-08,11.00,24.90,18.55
199219,5,1,2019-04-23,8.00,89.00,76.69
194516,5,1,2019-02-06,-2.00,46.90,27.19
165954,6,1,2019-07-09,3.00,8.70,5.83
167108,5,1,2019-03-23,3.00,27.90,18.56
172551,5,1,2019-06-21,8.00,92.00,79.45
200838,9,2,2018-11-21,3.00,99.75,87.34
167108,5,1,2019-01-30,3.00,27.90,18.56
199219,9,2,2018-11-17,5.00,88.10,79.17
171979,7,2,2018-08-21,2.00,47.30,27.14
171979,4,1,2019-01-30,1.00,46.30,28.11
165811,7,2,2018-09-06,3.00,20.90,15.72
199219,6,1,2018-08-13,1.00,83.50,77.50
199219,4,1,2019-05-26,12.00,89.00,78.25
172551,6,1,2019-04-12,10.00,86.70,78.96
172551,4,1,2018-12-02,9.00,98.90,84.26
170295,5,1,2018-11-21,12.00,24.50,16.05
170936,4,1,2018-12-03,15.00,39.00,30.08
199219,8,2,2018-09-12,4.00,97.50,76.80
174022,6,1,2018-08-17,8.00,259.00,190.00
199219,8,2,2019-03-01,7.00,133.50,77.13
194516,6,1,2019-03-29,3.00,46.50,28.59
170936,4,1,2018-08-27,4.00,39.00,30.05
200838,5,1,2019-05-03,7.00,95.00,84.99
167108,4,1,2018-07-01,1.00,30.30,18.71
165811,7,2,2018-10-04,6.00,21.90,15.37
171979,7,2,2018-08-29,2.00,42.60,26.87
194516,6,1,2019-02-09,-1.00,46.90,27.36
170295,5,1,2019-04-02,48.00,24.50,15.79
174022,4,1,2019-01-13,5.00,239.00,189.92
170069,5,1,2018-08-16,1.00,90.90,44.75
167108,8,2,2019-01-24,1.00,27.90,18.57
176139,7,2,2019-07-18,3.00,197.00,141.85
169281,4,1,2019-03-10,1.00,21.90,15.31
174022,6,1,2019-07-13,3.00,239.00,199.98
174022,5,1,2018-11-11,3.00,259.00,189.62
194516,8,2,2019-01-02,2.00,46.90,27.24
176139,6,1,2018-09-22,1.00,214.00,152.67
174022,5,1,2019-04-17,1.00,239.00,203.85
167108,5,1,2019-05-31,2.00,26.90,18.62
167108,4,1,2018-09-27,5.00,38.90,18.55
170936,8,2,2018-09-16,7.00,39.00,30.06
167108,6,1,2018-10-17,1.00,38.90,20.59
170936,4,1,2019-03-11,8.00,39.00,30.13
174022,7,2,2019-03-15,20.00,334.60,194.21
165811,6,1,2019-05-30,41.00,21.90,15.84
172551,4,1,2018-09-13,1.00,98.90,81.27
172551,5,1,2018-08-22,25.00,90.50,82.14
172551,5,1,2019-07-19,4.00,92.00,81.06
172551,7,2,2019-06-03,4.00,92.00,83.24
199219,4,1,2018-12-17,6.00,89.00,78.57
170936,4,1,2019-01-25,9.00,39.00,28.05
194516,5,1,2018-10-14,2.00,45.60,27.19
170936,7,2,2018-07-24,14.00,39.00,30.05
174022,8,2,2018-09-17,3.00,239.00,198.89
171979,4,1,2019-03-05,2.00,43.50,28.21
194516,4,1,2019-03-23,1.00,46.50,28.61
172551,8,2,2018-09-30,1.00,86.70,80.36
199219,7,2,2018-08-05,8.00,87.90,77.79
200838,7,2,2019-05-28,7.00,95.00,81.49
170069,8,2,2018-10-26,3.00,83.90,43.99
165811,8,2,2018-12-11,12.00,21.90,15.74
167108,4,1,2018-10-24,3.00,38.90,18.60
199219,5,1,2018-07-04,26.00,87.90,77.53
174022,7,2,2018-11-01,3.00,256.00,194.32
199219,8,2,2018-07-26,22.00,87.90,77.88
167108,6,1,2018-08-29,5.00,30.30,23.50
194516,5,1,2018-10-23,7.00,34.50,27.19
174022,7,2,2019-02-16,-12.00,239.00,195.86
176139,4,1,2018-08-13,1.00,214.00,152.38
165811,4,1,2018-08-17,7.00,20.90,15.71
199219,8,2,2018-10-11,9.00,89.00,77.98
174022,8,2,2019-06-16,2.00,239.00,199.85
194516,5,1,2019-07-01,3.00,43.80,27.44
200838,7,2,2019-06-02,2.00,95.00,81.99
199219,8,2,2019-03-16,3.00,133.50,77.13
167108,4,1,2019-03-26,3.00,27.90,18.56
194516,5,1,2019-03-15,6.00,46.50,28.60
170295,4,1,2019-07-04,8.00,26.00,17.65
172671,6,1,2019-03-28,1.00,19.90,10.88
172551,6,1,2019-05-30,4.00,92.00,82.17
172551,4,1,2019-05-17,2.00,95.90,151.43
176139,7,2,2018-10-26,1.00,229.00,148.36
170295,8,2,2019-02-22,6.00,24.50,15.78
199219,7,2,2019-07-09,2.00,89.00,78.77
194516,4,1,2019-03-21,2.00,46.50,28.61
176139,7,2,2019-04-26,2.00,197.00,142.00
172671,6,1,2018-11-21,1.00,19.90,10.37
174022,4,1,2018-10-18,17.00,229.00,189.83
176139,7,2,2018-11-08,1.00,229.00,147.64
